lat,lon,zoom,dominant_class,vegetation_pct,bare_land_pct,water_pct,urban_pct,agriculture_pct,forest_pct
-29.44078,-145.429624,18,urban,0.0648,0.0596,0.1364,0.494,0.0676,0.1777
37.45659,-60.228024,18,agriculture,0.1052,0.15,0.004,0.071,0.6139,0.056
-19.850411,-170.016561,18,agriculture,0.0638,0.0125,0.0524,0.1685,0.3913,0.3115
13.71468,-6.011098,18,agriculture,0.0402,0.0199,0.0696,0.1909,0.44,0.2395
-45.015099,158.275889,18,urban,0.1296,0.0361,0.0894,0.3535,0.1843,0.2072
0.494986,-80.265204,18,forest,0.256,0.1473,0.0141,0.0816,0.0356,0.4653
11.865061,-34.249928,18,bare_land,0.0287,0.5049,0.0798,0.0362,0.0427,0.3078
45.797525,-10.813159,18,agriculture,0.1154,0.1937,0.0158,0.009,0.4018,0.2642
-34.715288,50.186789,18,vegetation,0.6441,0.0473,0.1426,0.0326,0.1135,0.0199
-59.430343,-102.259791,18,bare_land,0.0069,0.6208,0.0374,0.1058,0.1434,0.0856
-20.566899,170.738451,18,agriculture,0.1749,0.0779,0.0846,0.2168,0.3963,0.0495
-53.841632,59.91818,18,bare_land,0.0748,0.4996,0.1256,0.0298,0.0317,0.2386
40.10729,19.251191,18,agriculture,0.0833,0.1758,0.1821,0.03,0.4684,0.0604
53.617428,-97.18651,18,bare_land,0.2312,0.354,0.156,0.1056,0.125,0.0282
-43.722086,71.347264,18,vegetation,0.3646,0.1196,0.2617,0.0339,0.2085,0.0116
7.062483,-11.524082,18,vegetation,0.4516,0.051,0.0883,0.3048,0.0304,0.074
-1.339772,79.130856,18,forest,0.0838,0.0668,0.0507,0.0055,0.1009,0.6924
42.745658,-166.701258,18,urban,0.0126,0.0089,0.1238,0.6835,0.1659,0.0054
-22.796384,116.237011,18,agriculture,0.1037,0.0352,0.0088,0.0402,0.6918,0.1203
-48.708925,154.606859,18,urban,0.0123,0.2603,0.1258,0.4202,0.1283,0.053
-11.8241,145.417812,18,urban,0.1311,0.1008,0.1014,0.5532,0.0789,0.0346
-46.859356,62.794202,18,vegetation,0.5003,0.0158,0.3036,0.1081,0.0175,0.0548
49.428909,109.84206,18,urban,0.0324,0.1828,0.0011,0.526,0.1596,0.0981
26.269069,163.039526,18,urban,0.0804,0.0916,0.0102,0.5559,0.0427,0.2193
-23.015664,-154.74804,18,bare_land,0.2452,0.4423,0.0648,0.0881,0.0809,0.0786
-6.089548,148.647632,18,vegetation,0.4848,0.0344,0.2486,0.0747,0.0592,0.0983
56.255884,122.765948,18,bare_land,0.2903,0.4082,0.0257,0.0167,0.0468,0.2123
-15.956219,53.468445,18,agriculture,0.0116,0.0171,0.2731,0.092,0.5521,0.0541
3.579384,-144.02859,18,forest,0.1382,0.0137,0.0402,0.0393,0.1816,0.5871
-32.770833,74.216616,18,vegetation,0.4251,0.1168,0.095,0.0927,0.2125,0.058
-11.572858,-2.153167,18,agriculture,0.0926,0.0652,0.0407,0.0271,0.6376,0.1369
50.635921,-145.627885,18,vegetation,0.3508,0.0235,0.0149,0.2502,0.1881,0.1725
-10.764303,-126.361015,18,bare_land,0.0255,0.3678,0.2418,0.2187,0.1266,0.0196
12.872059,-122.793512,18,agriculture,0.0753,0.1596,0.1072,0.0772,0.5334,0.0474
29.898977,-70.018527,18,agriculture,0.0845,0.0741,0.0337,0.0503,0.6734,0.0841
38.73999,35.714826,18,vegetation,0.3902,0.1189,0.1741,0.227,0.0409,0.049
-10.674284,47.185077,18,agriculture,0.1349,0.0192,0.0991,0.0314,0.6971,0.0183
40.357836,72.808708,18,urban,0.0758,0.1318,0.0756,0.6886,0.0001,0.0279
40.740911,-63.858777,18,urban,0.0556,0.1741,0.0224,0.6107,0.0578,0.0794
23.184233,-1.596522,18,bare_land,0.0486,0.5454,0.0401,0.0938,0.1666,0.1055
-25.262908,-99.216288,18,bare_land,0.0884,0.44,0.1228,0.2331,0.0951,0.0207
-54.391035,-136.469692,18,bare_land,0.1785,0.4932,0.0227,0.0423,0.007,0.2564
59.959327,-22.385327,18,bare_land,0.035,0.6585,0.1616,0.0386,0.0062,0.1002
-8.403063,86.864117,18,forest,0.1154,0.3349,0.0419,0.0726,0.0819,0.3532
-41.125901,79.452032,18,agriculture,0.0412,0.045,0.138,0.1477,0.5906,0.0375
-11.135724,-36.849861,18,bare_land,0.0508,0.6469,0.0363,0.0357,0.032,0.1983
-51.376489,50.52586,18,bare_land,0.1387,0.5511,0.0043,0.046,0.2086,0.0513
-44.866718,-29.324985,18,vegetation,0.4844,0.0812,0.1597,0.0959,0.1227,0.056
21.8464,-23.098713,18,bare_land,0.1644,0.4868,0.0157,0.2282,0.0577,0.0472
19.57483,-113.47804,18,bare_land,0.0167,0.4331,0.1116,0.2253,0.208,0.0053
43.816497,-124.297587,18,urban,0.256,0.0164,0.0045,0.3694,0.2364,0.1173
-21.243404,56.154299,18,agriculture,0.1577,0.1985,0.0044,0.0097,0.432,0.1977
22.992731,-31.725504,18,urban,0.1852,0.0916,0.111,0.4471,0.1348,0.0304
-7.879682,-153.619693,18,vegetation,0.478,0.0167,0.1084,0.3392,0.0405,0.0172
-20.048242,-99.233515,18,bare_land,0.2536,0.4283,0.0654,0.1246,0.0913,0.037
18.42215,-41.454175,18,agriculture,0.0161,0.1522,0.0304,0.0195,0.4663,0.3156
-58.663867,84.626345,18,vegetation,0.6936,0.0026,0.0454,0.242,0.0054,0.011
-55.665852,-36.548036,18,vegetation,0.6613,0.0314,0.059,0.026,0.1452,0.0771
20.835626,29.714021,18,urban,0.0795,0.1196,0.0584,0.5412,0.1709,0.0304
11.604204,134.732169,18,bare_land,0.0135,0.4598,0.0876,0.1058,0.1527,0.1807
-52.450967,-148.538701,18,vegetation,0.5932,0.0817,0.0661,0.2045,0.0047,0.0498
-29.944315,-59.552829,18,bare_land,0.0618,0.6423,0.0338,0.1916,0.0235,0.0471
36.868164,-59.676942,18,urban,0.0425,0.06,0.1695,0.357,0.3668,0.0041
-36.316834,-83.216008,18,agriculture,0.0393,0.0367,0.2732,0.0085,0.4888,0.1534
49.913066,97.207679,18,agriculture,0.0843,0.3879,0.0334,0.0335,0.4029,0.0579
32.853658,-165.914597,18,urban,0.0011,0.1261,0.1986,0.5285,0.1364,0.0093
-39.861148,79.394847,18,agriculture,0.0189,0.2137,0.0286,0.1039,0.5654,0.0695
56.092508,-89.614695,18,vegetation,0.6188,0.2111,0.0802,0.0382,0.032,0.0197
27.288847,83.977939,18,bare_land,0.1788,0.6333,0.0102,0.1389,0.0116,0.0272
-30.031314,82.018151,18,urban,0.1139,0.0768,0.0179,0.6481,0.0985,0.0448
-20.435945,55.578404,18,urban,0.0102,0.0665,0.0609,0.3646,0.315,0.1827
-56.980539,177.828897,18,bare_land,0.1379,0.5932,0.151,0.0744,0.0357,0.0078
-19.047085,50.966157,18,urban,0.1563,0.0572,0.0161,0.6383,0.0605,0.0716
55.37166,100.041615,18,bare_land,0.2575,0.384,0.0926,0.0821,0.1158,0.0679
55.296235,-152.968917,18,vegetation,0.667,0.048,0.2103,0.0179,0.0444,0.0124
-46.229778,74.034979,18,urban,0.0628,0.0941,0.067,0.6045,0.1178,0.0538
-5.15554,111.141274,18,forest,0.0333,0.0433,0.0663,0.1644,0.1379,0.5547
-59.460015,28.340953,18,bare_land,0.0446,0.4356,0.1639,0.212,0.0555,0.0884
56.234201,-52.577443,18,bare_land,0.1502,0.6157,0.0385,0.0082,0.1339,0.0536
-48.413871,-171.828148,18,urban,0.1309,0.1151,0.1207,0.5683,0.0336,0.0315
30.456191,-75.347375,18,agriculture,0.0736,0.106,0.0902,0.1,0.4893,0.1409
51.848515,135.902798,18,bare_land,0.0473,0.628,0.0012,0.0357,0.0914,0.1965
-42.270145,-82.362289,18,urban,0.0783,0.0721,0.0195,0.6926,0.112,0.0256
-10.413495,141.336145,18,urban,0.1262,0.0437,0.1003,0.6532,0.021,0.0556
-21.528613,-37.130119,18,urban,0.0778,0.0176,0.1721,0.6111,0.0651,0.0563
46.141474,-166.990762,18,agriculture,0.33,0.0218,0.086,0.0443,0.4791,0.0388
-3.140867,10.94424,18,vegetation,0.5563,0.0067,0.1587,0.106,0.0006,0.1716
-38.666409,59.149454,18,urban,0.0701,0.0016,0.1597,0.4952,0.116,0.1573
-10.28183,-95.055714,18,bare_land,0.112,0.5145,0.0115,0.135,0.0391,0.1879
12.880396,90.933725,18,agriculture,0.1468,0.0283,0.023,0.0355,0.6878,0.0785
54.11581,-122.040288,18,bare_land,0.006,0.6629,0.1616,0.061,0.0617,0.0469
-56.791707,-133.220106,18,vegetation,0.477,0.0698,0.1323,0.1945,0.0815,0.0449
-25.648384,-16.260725,18,agriculture,0.1156,0.0018,0.2321,0.0646,0.5834,0.0025
-30.394987,-153.639561,18,urban,0.071,0.2324,0.119,0.4259,0.1227,0.0288
40.5575,89.429294,18,vegetation,0.6499,0.1478,0.0225,0.0528,0.088,0.0391
29.362752,-10.550057,18,urban,0.0418,0.2414,0.0216,0.5722,0.0166,0.1065
-52.617968,-179.44675,18,bare_land,0.1165,0.5283,0.0695,0.0349,0.0422,0.2086
35.082644,51.267946,18,vegetation,0.5141,0.1077,0.0603,0.0631,0.0706,0.1842
43.977815,88.911015,18,vegetation,0.3999,0.0778,0.1169,0.1602,0.2099,0.0353
-28.358677,-50.369971,18,agriculture,0.1219,0.0935,0.0049,0.1517,0.5169,0.1111
-19.310762,-120.652016,18,bare_land,0.0419,0.5804,0.0365,0.1403,0.1494,0.0515
51.068538,9.479381,18,vegetation,0.6983,0.0686,0.0456,0.0461,0.0154,0.126
-12.451672,95.710392,18,agriculture,0.0073,0.1298,0.0956,0.1408,0.5397,0.0868
29.769487,60.175009,18,agriculture,0.2993,0.0146,0.0535,0.0021,0.4659,0.1645
-15.779254,1.068685,18,urban,0.0303,0.1771,0.1722,0.4589,0.0277,0.1338
26.67201,-92.001135,18,urban,0.0769,0.0114,0.1118,0.4122,0.1755,0.2122
56.801882,-65.7963,18,vegetation,0.3784,0.2609,0.1071,0.0332,0.0123,0.2081
-25.222664,88.606957,18,agriculture,0.2206,0.0023,0.1003,0.0133,0.5757,0.0878
2.013674,-23.573419,18,forest,0.0305,0.0569,0.1358,0.0172,0.1484,0.6112
-25.130839,49.396914,18,urban,0.0692,0.2685,0.1133,0.3973,0.135,0.0167
-39.250015,163.027506,18,vegetation,0.6864,0.0162,0.1282,0.0106,0.039,0.1195
8.513676,-130.44983,18,vegetation,0.5268,0.1382,0.0412,0.1906,0.023,0.0801
55.192411,159.715855,18,vegetation,0.5876,0.2284,0.0067,0.0253,0.0315,0.1204
37.210894,105.947187,18,agriculture,0.0618,0.0164,0.3774,0.045,0.3654,0.1339
-29.337294,1.659506,18,agriculture,0.1331,0.0009,0.0305,0.0837,0.5837,0.1681
-21.196437,-57.529875,18,agriculture,0.1378,0.0581,0.068,0.0021,0.6535,0.0807
-48.221407,71.023009,18,urban,0.0005,0.0038,0.0761,0.6968,0.0746,0.1482
52.808517,5.343976,18,vegetation,0.6651,0.0914,0.0706,0.0587,0.0048,0.1094
16.933248,135.565216,18,urban,0.0524,0.1203,0.1143,0.5923,0.1039,0.0169
-24.31068,5.858755,18,bare_land,0.0493,0.6824,0.0603,0.0353,0.0412,0.1314
-20.173513,-115.185099,18,bare_land,0.0806,0.6526,0.001,0.0073,0.1747,0.0838
-8.15767,-45.670132,18,forest,0.0876,0.1174,0.1192,0.0479,0.0399,0.5879
-44.390292,107.699795,18,vegetation,0.5362,0.0042,0.0181,0.2013,0.0851,0.1551
25.063125,32.504032,18,urban,0.0006,0.0457,0.5068,0.3823,0.0105,0.0541
15.330185,132.2825,18,bare_land,0.1303,0.6844,0.0579,0.1086,0.0161,0.0028
-2.235688,-84.887838,18,forest,0.2113,0.1515,0.0282,0.0357,0.0858,0.4876
-27.246086,-125.438054,18,urban,0.074,0.0684,0.0368,0.3815,0.3995,0.0397
-13.194216,0.162718,18,bare_land,0.0742,0.6239,0.0078,0.049,0.1456,0.0995
51.628229,125.123977,18,vegetation,0.6003,0.1303,0.0478,0.1161,0.059,0.0465
-14.429011,-105.523093,18,urban,0.4273,0.0549,0.0085,0.3537,0.1359,0.0197
-38.897093,67.886244,18,urban,0.1184,0.2023,0.0378,0.5584,0.013,0.0702
29.899725,167.448691,18,bare_land,0.1525,0.4142,0.0695,0.1867,0.0533,0.1238
-35.446852,-34.241859,18,agriculture,0.1078,0.1625,0.0807,0.2382,0.3876,0.0232
-12.664468,-72.679259,18,bare_land,0.0284,0.553,0.2322,0.0099,0.0701,0.1064
-19.572656,139.922639,18,agriculture,0.0095,0.0738,0.032,0.2588,0.4262,0.1997
51.069696,105.315191,18,bare_land,0.0405,0.4755,0.0953,0.0977,0.0089,0.282
28.916012,165.637347,18,urban,0.0196,0.0186,0.068,0.6464,0.2154,0.032
-35.462196,55.452929,18,agriculture,0.164,0.0535,0.0134,0.0059,0.6558,0.1075
-30.439309,-30.37825,18,agriculture,0.0785,0.0739,0.1499,0.0833,0.519,0.0953
29.915894,-38.675873,18,agriculture,0.0297,0.1455,0.0759,0.033,0.5141,0.2018
32.435848,-9.2868,18,agriculture,0.1565,0.1553,0.0629,0.0043,0.5927,0.0283
-20.921035,73.369128,18,bare_land,0.0029,0.6909,0.1745,0.0256,0.0878,0.0183
-33.973089,70.349122,18,agriculture,0.0741,0.0382,0.1809,0.1762,0.4243,0.1063
-9.516904,-123.622557,18,vegetation,0.5021,0.0377,0.2111,0.0179,0.0046,0.2265
-49.968962,-131.253263,18,urban,0.0524,0.0611,0.0461,0.6968,0.03,0.1136
26.691978,-52.850335,18,agriculture,0.1299,0.0529,0.0748,0.0931,0.6135,0.0359
12.004121,-124.150129,18,urban,0.1684,0.087,0.1045,0.479,0.1001,0.061
-56.900158,175.795026,18,vegetation,0.4182,0.086,0.002,0.3647,0.0032,0.1258
25.619751,39.007036,18,bare_land,0.0533,0.6291,0.079,0.0632,0.1212,0.0542
-0.257641,-45.156854,18,vegetation,0.4728,0.1583,0.1838,0.1353,0.0199,0.0299
-10.735379,59.107948,18,urban,0.1526,0.0435,0.0202,0.5246,0.1051,0.1541
-41.893132,7.17149,18,agriculture,0.0473,0.0887,0.0759,0.1433,0.6154,0.0295
22.115319,9.480733,18,bare_land,0.1003,0.6771,0.0299,0.0249,0.147,0.0208
-17.925615,-170.797787,18,urban,0.0064,0.0515,0.0012,0.4684,0.2225,0.2499
7.44144,51.030018,18,forest,0.1217,0.0871,0.0271,0.2276,0.0162,0.5203
10.592644,-19.246779,18,urban,0.0888,0.0872,0.0196,0.5418,0.0949,0.1677
-13.360558,-61.02207,18,bare_land,0.232,0.4319,0.0195,0.171,0.0417,0.1038
-32.535501,162.962223,18,urban,0.0498,0.0952,0.1223,0.663,0.0466,0.0231
47.103856,0.719503,18,urban,0.0592,0.0083,0.0451,0.6737,0.0457,0.1681
46.328208,-0.4548,18,vegetation,0.6954,0.0153,0.0198,0.0531,0.2052,0.0111
-21.661071,48.02223,18,agriculture,0.0128,0.2188,0.1324,0.0763,0.5156,0.044
7.640712,-121.01562,18,vegetation,0.4444,0.1313,0.1392,0.2571,0.0115,0.0165
-14.682098,25.970547,18,urban,0.03,0.1572,0.0084,0.6775,0.0467,0.0802
-1.837273,79.450645,18,forest,0.102,0.0722,0.0453,0.0435,0.2344,0.5025
-5.951929,-72.202016,18,forest,0.0817,0.0694,0.1159,0.0241,0.0427,0.6661
13.448892,-88.86049,18,agriculture,0.2176,0.1174,0.1069,0.0704,0.4424,0.0453
-30.821,23.215319,18,agriculture,0.1334,0.0142,0.0855,0.0203,0.4686,0.278
-41.062688,-129.022839,18,urban,0.0403,0.1643,0.0476,0.446,0.2479,0.054
42.863944,43.503499,18,urban,0.1439,0.0369,0.0476,0.6146,0.0925,0.0645
20.257639,125.403753,18,bare_land,0.0172,0.3944,0.0963,0.2466,0.027,0.2185
-52.831703,32.109998,18,vegetation,0.4503,0.2088,0.0321,0.0618,0.1038,0.1432
-25.874104,-63.892904,18,urban,0.1158,0.0246,0.0494,0.3735,0.0663,0.3704
43.167469,86.178327,18,vegetation,0.3861,0.0827,0.0689,0.2229,0.1678,0.0716
-53.361045,172.44191,18,vegetation,0.4677,0.1037,0.004,0.2723,0.0871,0.0653
13.503866,-9.970309,18,urban,0.0084,0.1561,0.0448,0.5847,0.1274,0.0787
27.62833,-136.786242,18,agriculture,0.1071,0.0659,0.0115,0.0671,0.6707,0.0778
-3.517268,54.590632,18,vegetation,0.6224,0.1756,0.1215,0.0577,0.0169,0.006
-30.293886,31.676285,18,vegetation,0.5095,0.285,0.0705,0.0433,0.0268,0.0649
41.465239,-31.710598,18,urban,0.2369,0.0336,0.1145,0.5248,0.0568,0.0333
57.129857,104.746761,18,bare_land,0.1198,0.5901,0.062,0.0894,0.137,0.0017
-43.140453,-36.097254,18,urban,0.2312,0.0145,0.0037,0.6632,0.0776,0.0098
-57.933872,-21.080437,18,bare_land,0.0592,0.5987,0.0835,0.0373,0.0967,0.1245
-40.999365,-75.726321,18,agriculture,0.2741,0.1262,0.0319,0.0433,0.3555,0.169
-45.471961,-14.827387,18,vegetation,0.4212,0.319,0.1007,0.0264,0.0103,0.1225
-40.249147,108.556822,18,vegetation,0.5438,0.2523,0.017,0.0577,0.0592,0.0701
20.471534,173.598885,18,urban,0.0034,0.0918,0.0546,0.5253,0.0066,0.3184
6.074439,-179.200854,18,vegetation,0.6096,0.0554,0.0768,0.0714,0.041,0.1458
44.451331,160.40033,18,agriculture,0.1329,0.1491,0.0216,0.0671,0.6193,0.01
42.246652,-32.851442,18,vegetation,0.507,0.032,0.0207,0.0107,0.128,0.3017
-30.920159,-18.035158,18,agriculture,0.066,0.0542,0.0674,0.124,0.6398,0.0486
-6.024532,135.871452,18,vegetation,0.3891,0.0516,0.0526,0.3387,0.1549,0.0131
-3.223941,-7.400528,18,vegetation,0.6548,0.0122,0.0542,0.0807,0.1834,0.0147
-15.362523,-102.329704,18,agriculture,0.1931,0.0349,0.0825,0.1337,0.5457,0.0101
52.009029,5.720583,18,bare_land,0.0812,0.4982,0.1323,0.0553,0.0657,0.1673
-54.488652,-36.3274,18,vegetation,0.48,0.1266,0.1068,0.0599,0.1924,0.0343
49.681634,104.671263,18,vegetation,0.3852,0.0018,0.4095,0.0542,0.1145,0.0348
-6.969775,144.073105,18,vegetation,0.4738,0.0063,0.0143,0.1521,0.2614,0.092
29.851301,54.355107,18,urban,0.0307,0.2672,0.0843,0.5258,0.0503,0.0418
3.431821,-125.550486,18,forest,0.0716,0.0687,0.0326,0.0542,0.2534,0.5196
3.167388,-124.950239,18,vegetation,0.3557,0.1844,0.0539,0.2353,0.0348,0.1358
52.358334,-70.928959,18,bare_land,0.0724,0.3909,0.1584,0.0877,0.1483,0.1422
38.656539,-149.04341,18,urban,0.1205,0.0279,0.0511,0.4784,0.0283,0.2938
24.555366,-21.437768,18,urban,0.0221,0.1417,0.1261,0.4747,0.1679,0.0674
-55.929984,50.659723,18,bare_land,0.2455,0.3955,0.0432,0.0879,0.1625,0.0654
-55.54347,54.294338,18,vegetation,0.5624,0.1059,0.0288,0.0177,0.0389,0.2463
23.521424,142.428203,18,urban,0.0674,0.0045,0.1373,0.6809,0.0845,0.0254
-33.895863,-74.562738,18,agriculture,0.1051,0.0072,0.0638,0.0807,0.6548,0.0884
-1.858405,8.631941,18,vegetation,0.4325,0.0367,0.1318,0.1964,0.0683,0.1344
-37.922668,-82.0271,18,urban,0.1403,0.0709,0.031,0.6552,0.0439,0.0587
20.543221,-167.321537,18,bare_land,0.0836,0.6054,0.019,0.1777,0.0778,0.0366
-57.818614,72.531288,18,vegetation,0.5235,0.079,0.0647,0.0069,0.1769,0.1489
-14.822439,85.946545,18,bare_land,0.0333,0.5476,0.1693,0.0245,0.146,0.0793
54.288996,0.390656,18,bare_land,0.0348,0.6606,0.2743,0.0164,0.0035,0.0103
47.198134,-97.263809,18,urban,0.044,0.0058,0.0331,0.541,0.0914,0.2847
-53.442107,-42.832013,18,vegetation,0.4414,0.1294,0.0771,0.0219,0.3276,0.0026
-41.425494,-54.294854,18,vegetation,0.3878,0.1054,0.1648,0.0068,0.0864,0.2489
44.031675,103.187565,18,urban,0.1625,0.0994,0.0453,0.4741,0.0848,0.1338
-26.388251,-166.635077,18,bare_land,0.1937,0.5708,0.0064,0.0647,0.0132,0.1513
-32.215184,-100.630482,18,vegetation,0.6209,0.0357,0.0297,0.0955,0.178,0.0403
52.538734,117.712324,18,vegetation,0.642,0.1192,0.0411,0.1153,0.0453,0.037
41.779711,-85.50277,18,agriculture,0.1478,0.0318,0.0443,0.1194,0.4795,0.1772
28.782762,-128.363631,18,agriculture,0.1006,0.0113,0.1464,0.1277,0.6085,0.0055
40.713561,107.338145,18,agriculture,0.091,0.1085,0.093,0.0409,0.6423,0.0243
0.717775,118.256824,18,vegetation,0.3573,0.1217,0.0019,0.0348,0.1935,0.2908
-12.938766,-62.905417,18,bare_land,0.0939,0.4594,0.1315,0.0315,0.1242,0.1595
-1.698882,57.562482,18,vegetation,0.4588,0.1415,0.0047,0.2666,0.0183,0.11
-7.760335,-135.369289,18,forest,0.0903,0.1156,0.0188,0.1001,0.2583,0.4169
-42.794595,160.076668,18,urban,0.0527,0.2656,0.1967,0.4034,0.0452,0.0365
-16.789768,-153.938113,18,bare_land,0.1577,0.5515,0.1242,0.1087,0.0265,0.0315
32.7278,131.857697,18,vegetation,0.3523,0.2603,0.0703,0.0198,0.0631,0.2341
-27.135554,135.653229,18,bare_land,0.0614,0.594,0.015,0.1017,0.0131,0.2149
-23.177635,69.215894,18,bare_land,0.0443,0.5798,0.0448,0.1335,0.1065,0.0912
